interval,cpu,numcontainers,baseips,ipsavailable,ipscap,apparentips,ram,ramavailable,disk,diskavailable
67,"[32.48945147679325, 45.0012342631449, 30.047793433058157, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[251.15514745673997, 2804.915952731503, 1159.8783019726538, 0, 0, 0]","[3777.84485254326, 5297.084047268498, 14951.121698027346, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1309, 3646, 4841, 0, 0, 0]","[(97.867, 0.009333333333333332, 0.00013333333333333337), (197.13193333333336, 0.01, 0.0014666666666666667), (2.7962, 0.009066666666666667, 0.00013333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4197.133, 1859.9906666666666, 999.9998666666667), (16982.868066666666, 1799.99, 1524.9985333333334), (34357.2038, 1882.6909333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0021444444444444445), (7, 0.0, 0.0023333333333333335), (4, 0.0, 0.0019444444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.107855555555554), (16098, 51.900000000000006, 6.187666666666666), (32208, 58.2, 11.638055555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
68,"[37.77612310747084, 55.41841520612194, 10.446278939854757, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[760.9816372485877, 3615.0399387157477, 1161.2390325445572, 0, 0, 0]","[3268.0183627514125, 4486.960061284252, 14949.760967455442, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1522, 4490, 1683, 0, 0, 0]","[(145.40226666666663, 0.0051333333333333335, 0.0014666666666666667), (251.65786666666665, 0.014599999999999998, 0.0014), (0.0, 0.004266666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4149.597733333333, 1859.9948666666667, 999.9985333333333), (16928.34213333333, 1799.9854, 1524.9986), (34360.0, 1882.6957333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0705, 0.026627777777777775), (8, 0.0, 0.003383333333333333), (2, 0.0, 0.0008555555555555556), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.0295, 10.083372222222222), (16097, 51.900000000000006, 6.186616666666666), (32210, 58.2, 11.639144444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
69,"[30.429386944651277, 55.838064675388786, 23.753956923840853, 0.0, 0.0, 0.0]","[2, 5, 2, 0, 0, 0]","[354.7662454720879, 1529.6570621269373, 1510.7508426135992, 0, 0, 0]","[3674.233754527912, 6572.3429378730625, 14600.2491573864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1226, 4524, 3827, 0, 0, 0]","[(426.41993333333335, 0.5942000000000001, 0.19299999999999998), (288.00826666666666, 0.014466666666666668, 0.0136), (444.5958, 0.26753333333333335, 0.009866666666666668), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3868.5800666666664, 1859.4058, 999.807), (16891.991733333332, 1799.9855333333333, 1524.9864), (33915.4042, 1882.4324666666666, 1333.7401333333332), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.011566666666666668, 0.4311055555555556), (9, 0.06103333333333333, 0.015922222222222223), (4, 0.0, 0.010527777777777778), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.08843333333333, 9.678894444444444), (16096, 51.83896666666667, 6.174077777777777), (32208, 58.2, 11.62947222222222), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
70,"[24.91933482253661, 30.708467045174032, 53.137607845571345, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[607.4419347767674, 2073.5051499017736, 2934.473283055892, 0, 0, 0]","[3421.5580652232325, 6028.494850098226, 13176.526716944109, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1004, 2488, 8561, 0, 0, 0]","[(301.0277333333333, 0.42160000000000003, 0.13533333333333333), (296.39693333333327, 0.011133333333333334, 0.005866666666666666), (558.8902, 0.0262, 0.0014000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(3993.9722666666667, 1859.5784, 999.8646666666667), (16883.603066666667, 1799.9888666666666, 1524.9941333333334), (33801.1098, 1882.6738, 1333.7486), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 1.666666666666667e-05, 0.22726111111111114), (6, 0.29986666666666667, 0.013927777777777775), (10, 0.05556666666666666, 0.02893333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.09998333333333, 9.882738888888888), (16099, 51.60013333333334, 6.1760722222222215), (32202, 58.14443333333334, 11.611066666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
71,"[37.676842889054356, 30.708467045174032, 21.47601017938055, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[347.95014350013605, 765.2019383491111, 2219.4420942764837, 0, 0, 0]","[3681.049856499864, 7336.7980616508885, 13891.557905723515, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1518, 2488, 3460, 0, 0, 0]","[(293.7746666666667, 0.49213333333333326, 0.15953333333333333), (197.13186666666667, 0.009666666666666667, 0.004599999999999999), (47.5354, 0.008866666666666667, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4001.2253333333333, 1859.5078666666666, 999.8404666666667), (16982.868133333333, 1799.9903333333334, 1524.9954), (34312.4646, 1882.6911333333335, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 8.333333333333333e-05, 0.28624999999999995), (6, 0.043399999999999994, 0.011333333333333334), (5, 0.0, 0.0018833333333333332), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.09991666666666, 9.823749999999999), (16099, 51.85660000000001, 6.1786666666666665), (32207, 58.2, 11.638116666666665), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
72,"[27.922561429635145, 34.22611700814613, 51.62932158152815, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[1125.894199701847, 1373.9068045337563, 4452.347687672324, 0, 0, 0]","[2903.105800298153, 6728.093195466244, 11658.652312327675, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1125, 2773, 8318, 0, 0, 0]","[(19.310133333333333, 0.0009333333333333332, 0.001), (109.4008, 0.009466666666666667, 0.0002666666666666667), (41.943, 0.013466666666666665, 0.00013333333333333337), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4275.689866666667, 1859.9990666666667, 999.999), (17070.5992, 1799.9905333333334, 1524.9997333333333), (34318.057, 1882.6865333333333, 1333.7498666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 9.999999999999999e-05), (5, 0.0, 0.002516666666666667), (9, 0.0, 0.002983333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.1099), (16100, 51.900000000000006, 6.187483333333333), (32203, 58.2, 11.637016666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
73,"[38.52072474559444, 23.808936065169096, 40.48165849419651, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[727.4554847837164, 1901.9494096590117, 4696.177032435931, 0, 0, 0]","[3301.544515216284, 6200.0505903409885, 11414.822967564069, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1552, 1929, 6522, 0, 0, 0]","[(31.193400000000004, 0.0048, 0.003), (59.768266666666676, 0.004666666666666667, 6.666666666666668e-05), (9.0872, 0.0046, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4263.8066, 1859.9952, 999.997), (17120.231733333334, 1799.9953333333333, 1524.9999333333333), (34350.9128, 1882.6954, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0003111111111111111), (4, 0.0, 0.0010555555555555555), (6, 0.0, 0.0013722222222222222), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109688888888888), (16101, 51.900000000000006, 6.188944444444444), (32206, 58.2, 11.638627777777776), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
74,"[39.93546785802929, 33.80646753887929, 40.48165849419651, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[851.8134369845737, 807.2018146390005, 0, 0, 0, 0]","[3177.186563015426, 7294.798185361, 16111, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1609, 2739, 6522, 0, 0, 0]","[(23.678866666666664, 0.005666666666666667, 0.008866666666666665), (76.1954, 0.005066666666666666, 0.0003333333333333334), (25.86413333333333, 0.0044, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4271.321133333333, 1859.9943333333333, 999.9911333333333), (17103.8046, 1799.9949333333334, 1524.9996666666666), (34334.135866666664, 1882.6956, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0008666666666666667), (5, 0.0, 0.001488888888888889), (6, 0.0, 0.0011944444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109133333333332), (16100, 51.900000000000006, 6.188511111111111), (32206, 58.2, 11.638805555555555), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
75,"[39.587987093571606, 20.636879782769686, 26.900875178449507, 0.0, 0.0, 0.0]","[3, 2, 2, 0, 0, 0]","[848.7835062261888, 277.9961214515266, 3893.0908086710765, 0, 0, 0]","[3180.216493773811, 7824.003878548473, 12217.909191328923, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1595, 1672, 4334, 0, 0, 0]","[(26.737133333333336, 0.0048000000000000004, 0.011533333333333333), (76.19546666666668, 0.0027333333333333333, 0.021466666666666665), (139.81, 0.003333333333333333, 0.0012666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4268.262866666667, 1859.9952, 999.9884666666667), (17103.804533333332, 1799.9972666666667, 1524.9785333333334), (34220.19, 1882.6966666666667, 1333.7487333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00030555555555555555), (2, 0.00075, 0.0006055555555555556), (5, 0.0, 0.0007444444444444443), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.109694444444443), (16103, 51.89925000000001, 6.189394444444444), (32207, 58.2, 11.639255555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
76,"[40.77934971456937, 26.067637620340655, 40.72372912916641, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1412.386691988617, 676.3704021294876, 4174.280804076053, 0, 0, 0]","[2616.613308011383, 7425.629597870512, 11936.719195923946, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1643, 2112, 6561, 0, 0, 0]","[(89.56433333333332, 0.00046666666666666666, 0.006199999999999999), (1323.4768000000001, 0.002, 0.013333333333333336), (209.715, 0.008066666666666666, 0.0015999999999999999), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4205.435666666666, 1859.9995333333334, 999.9938), (15856.5232, 1799.998, 1524.9866666666667), (34150.285, 1882.6919333333333, 1333.7484), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.0010277777777777776), (2, 0.0001, 0.0006555555555555555), (7, 0.0, 0.0017444444444444445), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108972222222222), (16103, 51.8999, 6.189344444444444), (32205, 58.2, 11.638255555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
77,"[60.28791263340779, 15.41594667983214, 58.57488672335671, 0.0, 0.0, 0.0]","[4, 1, 4, 0, 0, 0]","[502.6176964802392, 788.0422809706146, 1138.092347654695, 0, 0, 0]","[3526.3823035197606, 7313.957719029386, 14972.907652345304, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2429, 1249, 9437, 0, 0, 0]","[(155.71186666666665, 0.006599999999999999, 0.010466666666666666), (1181.3953333333332, 0.0004, 0.001), (246.06560000000002, 0.0126, 0.0015333333333333334), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4139.2881333333335, 1859.9934, 999.9895333333334), (15998.604666666666, 1799.9996, 1524.999), (34113.9344, 1882.6874, 1333.7484666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.0009722222222222224), (1, 0.0, 0.0001111111111111111), (8, 0.0, 0.0030888888888888893), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.109027777777778), (16104, 51.900000000000006, 6.1898888888888886), (32204, 58.2, 11.63691111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
78,"[35.91461901216182, 57.30683781782277, 17.851157594190305, 0.0, 0.0, 0.0]","[2, 4, 1, 0, 0, 0]","[974.0179794785392, 3368.3618949210527, 2876.6479329769218, 0, 0, 0]","[3054.982020521461, 4733.638105078948, 13234.35206702308, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1447, 4643, 2876, 0, 0, 0]","[(83.53526666666667, 0.0, 0.0002), (1244.8330666666666, 0.005066666666666666, 0.006666666666666666), (64.3126, 0.004733333333333333, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4211.464733333333, 1860.0, 999.9998), (15935.166933333334, 1799.9949333333334, 1524.9933333333333), (34295.6874, 1882.6952666666666, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0013166666666666667), (9, 0.0007666666666666667, 0.002738888888888889), (1, 0.0, 0.0014833333333333335), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108683333333333), (16096, 51.89923333333334, 6.187261111111111), (32211, 58.2, 11.638516666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
79,"[55.27426160337553, 42.70550481362626, 28.18571162559742, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[1022.1803026664951, 2384.3945014872406, 1664.9500654494054, 0, 0, 0]","[3006.819697333505, 5717.605498512759, 14446.049934550594, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2227, 3460, 4541, 0, 0, 0]","[(107.30286666666667, 0.038266666666666664, 0.0013333333333333333), (160.60573333333332, 0.0048000000000000004, 0.0037333333333333333), (69.2056, 0.0044666666666666665, 0.0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4187.697133333333, 1859.9617333333333, 999.9986666666666), (17019.394266666666, 1799.9952, 1524.9962666666668), (34290.7944, 1882.6955333333333, 1333.75), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.05473333333333333, 0.028216666666666668), (8, 3.3333333333333335e-05, 0.0027277777777777778), (3, 0.0, 0.00135), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.04526666666666, 10.081783333333332), (16097, 51.89996666666667, 6.187272222222222), (32209, 58.2, 11.638649999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
80,"[48.721767187887814, 40.619600098741046, 20.743591335112658, 0.0, 0.0, 0.0]","[3, 3, 2, 0, 0, 0]","[501.5636322632847, 3144.2606494537713, 1268.7020096544675, 0, 0, 0]","[3527.4363677367155, 4957.739350546229, 14842.297990345533, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1963, 3291, 3342, 0, 0, 0]","[(99.61346666666668, 0.038200000000000005, 0.0013333333333333333), (130.32780000000002, 0.005533333333333334, 0.0051333333333333335), (41.24380000000001, 0.004733333333333333, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4195.386533333333, 1859.9618, 999.9986666666666), (17049.6722, 1799.9944666666668, 1524.9948666666667), (34318.7562, 1882.6952666666666, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0019388888888888889), (6, 0.06351666666666665, 0.016066666666666667), (5, 0.0, 0.001261111111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10806111111111), (16099, 51.83648333333334, 6.173933333333333), (32207, 58.2, 11.638738888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
81,"[27.053859518490942, 66.26758824981486, 10.409037303705542, 0.0, 0.0, 0.0]","[2, 5, 1, 0, 0, 0]","[704.6297704431778, 1931.2995683404595, 1243.3762609418175, 0, 0, 0]","[3324.3702295568223, 6170.70043165954, 14867.623739058183, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1090, 5369, 1677, 0, 0, 0]","[(39.1464, 0.004666666666666667, 6.666666666666668e-05), (235.92726666666667, 0.008533333333333334, 0.01), (36.3506, 0.004733333333333333, 0.0002), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4255.8536, 1859.9953333333333, 999.9999333333334), (16944.072733333334, 1799.9914666666666, 1524.99), (34323.6494, 1882.6952666666666, 1333.7498), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(3, 0.0, 0.0011555555555555555), (12, 6.666666666666667e-05, 0.0033944444444444447), (3, 0.0, 0.0015555555555555557), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4023, 67.1, 10.108844444444443), (16093, 51.89993333333334, 6.1866055555555555), (32209, 58.2, 11.638444444444444), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
82,"[38.744105237031526, 37.89187854850654, 36.63335609211098, 0.0, 0.0, 0.0]","[3, 3, 3, 0, 0, 0]","[267.6050180976449, 555.3581190380662, 3243.2950644189896, 0, 0, 0]","[3761.394981902355, 7546.641880961934, 12867.70493558101, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1561, 3070, 5902, 0, 0, 0]","[(78.37993333333333, 0.0046, 0.0), (126.39586666666666, 0.0029333333333333334, 0.005533333333333334), (28.747666666666667, 0.0048, 6.666666666666668e-05), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4216.620066666666, 1859.9954, 1000.0), (17053.604133333334, 1799.9970666666666, 1524.9944666666668), (34331.25233333333, 1882.6952, 1333.7499333333333), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.001027777777777778), (7, 0.0, 0.0004333333333333333), (6, 0.0, 0.0015333333333333336), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.108972222222222), (16098, 51.900000000000006, 6.189566666666666), (32206, 58.2, 11.638466666666666), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
83,"[23.3060312732688, 40.33571957541348, 52.057600397244116, 0.0, 0.0, 0.0]","[2, 3, 4, 0, 0, 0]","[715.2551988754769, 1890.6799822568835, 6420.824155390979, 0, 0, 0]","[3313.7448011245233, 6211.320017743116, 9690.17584460902, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[939, 3268, 8387, 0, 0, 0]","[(10.397533333333332, 0.0, 0.0), (1131.7618, 0.006466666666666667, 0.006066666666666667), (179.21786666666668, 0.023133333333333332, 0.0062), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4284.602466666666, 1860.0, 1000.0), (16048.2382, 1799.9935333333333, 1524.9939333333334), (34180.782133333334, 1882.6768666666667, 1333.7438), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.0), (8, 0.0, 0.0020944444444444443), (6, 0.11005, 0.05184444444444444), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.11), (16097, 51.900000000000006, 6.187905555555555), (32206, 58.08995, 11.588155555555554), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
84,"[35.51749813849591, 24.882745001234262, 64.16113214573895, 0.0, 0.0, 0.0]","[3, 2, 5, 0, 0, 0]","[253.15647776580917, 1891.211996268951, 2878.1405774414616, 0, 0, 0]","[3775.843522234191, 6210.788003731049, 13232.859422558538, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1431, 2016, 10337, 0, 0, 0]","[(51.379400000000004, 0.0, 0.0), (1056.9636666666668, 0.004933333333333334, 0.0017333333333333333), (171.047, 0.027333333333333338, 0.008666666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4243.6206, 1860.0, 1000.0), (16123.036333333333, 1799.9950666666666, 1524.9982666666667), (34188.953, 1882.6726666666666, 1333.7413333333334), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(6, 0.0, 0.0004388888888888889), (5, 0.0, 0.0018944444444444445), (8, 0.00315, 0.0029166666666666664), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4020, 67.1, 10.10956111111111), (16100, 51.900000000000006, 6.188105555555555), (32204, 58.196850000000005, 11.637083333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
85,"[29.436584760486472, 54.03604048383115, 24.113959406616598, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[694.3373387380856, 3023.1153932458783, 1389.3548229680591, 0, 0, 0]","[3334.6626612619143, 5078.884606754122, 14721.64517703194, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1186, 4378, 3885, 0, 0, 0]","[(46.136466666666664, 0.0, 0.0), (1229.6287333333335, 0.004333333333333333, 0.003266666666666667), (153.04733333333337, 0.027066666666666666, 0.008733333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4248.863533333333, 1860.0, 1000.0), (15950.371266666667, 1799.9956666666667, 1524.9967333333334), (34206.952666666664, 1882.6729333333333, 1333.7412666666667), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(4, 0.0, 0.00014444444444444446), (11, 0.0, 0.006305555555555554), (3, 0.0056500000000000005, 0.02473888888888889), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4022, 67.1, 10.109855555555555), (16094, 51.900000000000006, 6.183694444444444), (32209, 58.19435, 11.61526111111111), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
86,"[29.932985852568876, 50.740557886941495, 25.405002793122712, 0.0, 0.0, 0.0]","[2, 4, 2, 0, 0, 0]","[979.8206470114809, 1488.5915653066627, 1510.7508426135992, 0, 0, 0]","[3049.179352988519, 6613.408434693338, 14600.2491573864, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1206, 4111, 4093, 0, 0, 0]","[(13.281, 0.0, 0.0), (1053.8173333333334, 0.004333333333333333, 0.0026), (461.5038, 0.26313333333333333, 0.009800000000000001), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4281.719, 1860.0, 1000.0), (16126.182666666668, 1799.9956666666667, 1524.9974), (33898.4962, 1882.4368666666667, 1333.7402), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(5, 0.0, 0.00015000000000000001), (10, 1.666666666666667e-05, 0.0023777777777777777), (4, 0.0, 0.0097), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4021, 67.1, 10.10985), (16095, 51.89998333333334, 6.187622222222222), (32208, 58.2, 11.630299999999998), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
87,"[49.739389426656736, 25.857812885707233, 43.951337595431696, 0.0, 0.0, 0.0]","[3, 2, 3, 0, 0, 0]","[1217.7074181744933, 897.1678038680203, 4501.3412504687, 0, 0, 0]","[2811.2925818255067, 7204.83219613198, 11609.6587495313, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[2004, 2095, 7081, 0, 0, 0]","[(18.042933333333334, 0.0004, 0.0003333333333333333), (14.417399999999999, 0.0, 0.0010666666666666667), (767.2068000000002, 0.0366, 0.0028000000000000004), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4276.957066666667, 1859.9996, 999.9996666666667), (17165.5826, 1800.0, 1524.9989333333333), (33592.7932, 1882.6634000000001, 1333.7472), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(8, 0.0, 0.0002111111111111111), (5, 0.0, 0.0004222222222222222), (8, 0.10671666666666665, 0.0638611111111111), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4018, 67.1, 10.109788888888888), (16100, 51.900000000000006, 6.189577777777777), (32204, 58.09328333333334, 11.576138888888888), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
88,"[47.65450483991065, 28.59787706739077, 62.31146421699461, 0.0, 0.0, 0.0]","[3, 2, 4, 0, 0, 0]","[1041.7296620557636, 1334.8951447236057, 2240.9633314484245, 0, 0, 0]","[2987.2703379442364, 6767.104855276394, 13870.036668551576, 4029, 8102, 16111]","[4029, 8102, 16111, 4029, 8102, 16111]","[1920, 2317, 10039, 0, 0, 0]","[(181.0969333333333, 0.028666666666666663, 0.028466666666666664), (19.223066666666664, 0.0, 6.666666666666668e-05), (1038.4382666666668, 0.018199999999999997, 0.0019333333333333333), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4113.903066666667, 1859.9713333333334, 999.9715333333334), (17160.776933333334, 1800.0, 1524.9999333333333), (33321.561733333336, 1882.6818, 1333.7480666666668), (4295, 1860.0, 1000.0), (17180, 1800.0, 1525.0), (34360, 1882.7, 1333.75)]","[(7, 0.0, 0.006450000000000001), (4, 0.0, 0.0004277777777777778), (11, 0.12976666666666664, 0.06001666666666666), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[(4019, 67.1, 10.10355), (16101, 51.900000000000006, 6.189572222222222), (32201, 58.070233333333334, 11.579983333333333), (4026, 67.1, 10.11), (16105, 51.900000000000006, 6.1899999999999995), (32212, 58.2, 11.639999999999999)]"
